point_id,corner_label,hbt_section,temp_c,nx,vce_v,vbe_v,ic_a,jc_ma_um2,ft_hz,gain_db,nf_db
nx1_fs_-40c_vce1.4v,fs,hbt_typ,-40,1,1.4,0.97,2.223060e-03,19.297396,4.9358E+11,6.836000,6.032490
nx1_fs_-40c_vce1.4v,fs,hbt_typ,-40,1,1.4,0.99,2.850410e-03,24.743142,4.89834E+11,7.387260,5.852680
nx1_fs_-40c_vce1.4v,fs,hbt_typ,-40,1,1.4,1.01,3.529610e-03,30.638976,4.74082E+11,7.825480,5.714580
nx1_fs_-40c_vce1.4v,fs,hbt_typ,-40,1,1.4,1.03,4.256330e-03,36.947309,4.49187E+11,8.187260,5.609460
nx1_fs_-40c_vce1.4v,fs,hbt_typ,-40,1,1.4,1.05,5.027610e-03,43.642448,4.12937E+11,8.494280,5.532920
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.55,1.280650e-08,0.000111,1.90064E+07,-51.290400,57.311000
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.57,2.726490e-08,0.000237,4.01916E+07,-51.267200,57.287800
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.59,5.804580e-08,0.000504,8.52621E+07,-51.225800,57.246600
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.61,1.235710e-07,0.001073,1.80191E+08,-51.107600,57.128600
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.63,2.630440e-07,0.002283,3.81758E+08,-50.673100,56.694700
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.65,5.598370e-07,0.004860,8.0581E+08,-49.170000,55.192900
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.67,1.191070e-06,0.010339,1.70197E+09,-45.542400,51.567900
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.69,2.532060e-06,0.021980,3.57854E+09,-40.056700,46.088200
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.71,5.373980e-06,0.046649,7.48058E+09,-33.832800,39.877500
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.73,1.136570e-05,0.098661,1.54798E+10,-27.469900,33.545000
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.75,2.386210e-05,0.207136,3.12889E+10,-21.201900,27.351300
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.77,4.935850e-05,0.428459,6.05984E+10,-15.205700,21.542500
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.79,9.925710e-05,0.861607,1.09073E+11,-9.715450,16.502600
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.81,1.902890e-04,1.651814,1.75603E+11,-5.012980,12.686600
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.83,3.406490e-04,2.957023,2.47538E+11,-1.302040,10.241900
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.85,5.624460e-04,4.882344,3.09282E+11,1.424740,8.835550
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.87,8.574340e-04,7.443003,3.54198E+11,3.357130,8.022930
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.89,1.219590e-03,10.586719,3.82843E+11,4.728290,7.516050
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.91,1.640080e-03,14.236806,3.9975E+11,5.724760,7.171260
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.93,2.110220e-03,18.317882,4.05828E+11,6.472270,6.920590
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.95,2.622690e-03,22.766406,4.01895E+11,7.050770,6.730500
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.97,3.171750e-03,27.532552,3.88869E+11,7.510780,6.583200
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,0.99,3.752700e-03,32.575521,3.67257E+11,7.881470,6.469010
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,1.01,4.360310e-03,37.849913,3.25212E+11,8.110930,6.393410
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,1.03,4.966730e-03,43.113976,1.72543E+11,7.312930,6.504100
nx1_fs_27c_vce0.8v,fs,hbt_typ,27,1,0.8,1.05,5.484390e-03,47.607552,6.15812E+10,5.141280,6.941610
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.55,1.281890e-08,0.000111,1.91219E+07,-51.444900,57.465500
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.57,2.729090e-08,0.000237,4.04232E+07,-51.425200,57.445800
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.59,5.810060e-08,0.000504,8.57998E+07,-51.386700,57.407500
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.61,1.236880e-07,0.001074,1.81272E+08,-51.268500,57.289600
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.63,2.632950e-07,0.002286,3.84281E+08,-50.822200,56.843800
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.65,5.603880e-07,0.004864,8.10906E+08,-49.275800,55.298700
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.67,1.192320e-06,0.010350,1.71398E+09,-45.584400,51.610000
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.69,2.535070e-06,0.022006,3.60317E+09,-40.061600,46.093100
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.71,5.381890e-06,0.046718,7.54052E+09,-33.824400,39.869000
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.73,1.138880e-05,0.098861,1.56091E+10,-27.454400,33.529600
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.75,2.393600e-05,0.207778,3.15823E+10,-21.177900,27.327700
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.77,4.960830e-05,0.430628,6.13101E+10,-15.168200,21.507100
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.79,1.000880e-04,0.868819,1.10634E+11,-9.658490,16.453200
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.81,1.928140e-04,1.673733,1.78590E+11,-4.933860,12.629300
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.83,3.472310e-04,3.014158,2.52361E+11,-1.205690,10.187800
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.85,5.768290e-04,5.007196,3.15778E+11,1.528360,8.790110
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.87,8.842000e-04,7.675347,3.61574E+11,3.459870,7.984960
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.89,1.263460e-03,10.967535,3.91489E+11,4.826630,7.483020
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.91,1.705520e-03,14.804861,4.08538E+11,5.818520,7.141500
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.93,2.201430e-03,19.109635,4.15373E+11,6.562780,6.893520
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.95,2.743730e-03,23.817101,4.13774E+11,7.139650,6.706410
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.97,3.326470e-03,28.875608,4.03389E+11,7.599530,6.562980
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,0.99,3.944880e-03,34.243750,3.8147E+11,7.974640,6.453520
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,1.01,4.595240e-03,39.889236,3.52621E+11,8.285920,6.372260
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,1.03,5.274260e-03,45.783507,3.15846E+11,8.535550,6.317490
nx1_fs_27c_vce1.0v,fs,hbt_typ,27,1,1.0,1.05,5.972270e-03,51.842622,2.31447E+11,8.455210,6.328230
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.55,1.283370e-08,0.000111,1.92212E+07,-51.570300,57.590900
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.57,2.732140e-08,0.000237,4.06517E+07,-51.552800,57.573500
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.59,5.816360e-08,0.000505,8.62547E+07,-51.516100,57.536900
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.61,1.238200e-07,0.001075,1.8225E+08,-51.397200,57.418300
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.63,2.635720e-07,0.002288,3.86378E+08,-50.940100,56.961800
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.65,5.609860e-07,0.004870,8.15115E+08,-49.357600,55.380500
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.67,1.193650e-06,0.010362,1.72382E+09,-45.614700,51.640300
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.69,2.538230e-06,0.022033,3.62329E+09,-40.062800,46.094300
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.71,5.390040e-06,0.046789,7.58942E+09,-33.814700,39.859500
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.73,1.141230e-05,0.099065,1.57151E+10,-27.438400,33.513800
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.75,2.401110e-05,0.208430,3.18259E+10,-21.153600,27.303900
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.77,4.986230e-05,0.432832,6.19109E+10,-15.130400,21.471200
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.79,1.009390e-04,0.876207,1.11972E+11,-9.600770,16.403200
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.81,1.954280e-04,1.696424,1.81164E+11,-4.853290,12.571200
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.83,3.541440e-04,3.074167,2.56468E+11,-1.107150,10.133000
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.85,5.921470e-04,5.140165,3.21156E+11,1.634740,8.743850
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.87,9.130630e-04,7.925894,3.67421E+11,3.565770,7.946110
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.89,1.311240e-03,11.382292,3.97917E+11,4.928560,7.449030
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.91,1.777450e-03,15.429253,4.14467E+11,5.916240,7.110900
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.93,2.302400e-03,19.986111,4.20923E+11,6.657520,6.866010
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.95,2.878570e-03,24.987587,4.18657E+11,7.232830,6.682670
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.97,3.499810e-03,30.380295,4.07823E+11,7.692330,6.544420
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,0.99,4.161370e-03,36.123003,3.87059E+11,8.067890,6.442190
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,1.01,4.859380e-03,42.182118,3.56557E+11,8.380160,6.370800
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,1.03,5.590700e-03,48.530382,3.17929E+11,8.642730,6.327350
nx1_fs_27c_vce1.2v,fs,hbt_typ,27,1,1.2,1.05,6.352580e-03,55.143924,2.76742E+11,8.859320,6.311130
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.55,1.285570e-08,0.000112,1.9317E+07,-51.675800,57.696400
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.57,2.736590e-08,0.000238,4.08702E+07,-51.659800,57.680500
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.59,5.825390e-08,0.000506,8.66818E+07,-51.624200,57.645000
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.61,1.240040e-07,0.001076,1.83229E+08,-51.504200,57.525200
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.63,2.639520e-07,0.002291,3.88302E+08,-51.037100,57.058800
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.65,5.617780e-07,0.004877,8.19262E+08,-49.422700,55.445600
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.67,1.195360e-06,0.010376,1.73268E+09,-45.636000,51.661600
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.69,2.542090e-06,0.022067,3.64126E+09,-40.059800,46.091300
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.71,5.399560e-06,0.046871,7.63282E+09,-33.802700,39.847500
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.73,1.143840e-05,0.099292,1.58093E+10,-27.420600,33.496100
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.75,2.409160e-05,0.209128,3.20438E+10,-21.127600,27.278400
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.77,5.012910e-05,0.435148,6.24535E+10,-15.090700,21.433500
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.79,1.018280e-04,0.883924,1.13192E+11,-9.540780,16.351200
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.81,1.981720e-04,1.720243,1.83517E+11,-4.769860,12.511100
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.83,3.614760e-04,3.137813,2.60186E+11,-1.005290,10.076600
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.85,6.085900e-04,5.282899,3.25922E+11,1.744050,8.696570
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.87,9.443350e-04,8.197352,3.72429E+11,3.674260,7.906460
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.89,1.363510e-03,11.836024,4.03153E+11,5.033230,7.414300
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.91,1.856810e-03,16.118142,4.18946E+11,6.017430,7.079640
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.93,2.414740e-03,20.961285,4.25146E+11,6.756680,6.838230
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.95,3.029860e-03,26.300868,4.20881E+11,7.331010,6.659610
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.97,3.695820e-03,32.081771,4.07818E+11,7.790190,6.528250
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,0.99,4.407780e-03,38.261979,3.84179E+11,8.165650,6.435870
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,1.01,5.161820e-03,44.807465,3.52227E+11,8.477570,6.378110
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,1.03,5.954660e-03,51.689757,3.12483E+11,8.739060,6.352920
nx1_fs_27c_vce1.4v,fs,hbt_typ,27,1,1.4,1.05,6.783410e-03,58.883767,2.67286E+11,8.958380,6.359720
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.55,2.182060e-06,0.018941,2.32758E+09,-43.453300,50.708000
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.57,3.816500e-06,0.033129,4.03417E+09,-39.155600,46.415700
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.59,6.668430e-06,0.057886,6.96284E+09,-34.532900,41.802800
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.61,1.163090e-05,0.100963,1.19146E+10,-29.817700,37.105800
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.63,2.022400e-05,0.175556,2.01872E+10,-25.119300,32.441800
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.65,3.498160e-05,0.303660,3.35499E+10,-20.508400,27.897700
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.67,5.997790e-05,0.520641,5.42747E+10,-16.059300,23.580300
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.69,1.013900e-04,0.880122,8.39811E+10,-11.866300,19.641200
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.71,1.677500e-04,1.456163,1.23117E+11,-8.041760,16.269000
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.73,2.693220e-04,2.337865,1.678E+11,-4.692800,13.618400
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.75,4.162590e-04,3.613359,2.13082E+11,-1.884390,11.709200
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.77,6.162120e-04,5.349062,2.53365E+11,0.385886,10.411700
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.79,8.728290e-04,7.576641,2.85076E+11,2.179550,9.540710
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.81,1.185890e-03,10.294184,3.07852E+11,3.585750,8.941600
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.83,1.552530e-03,13.476823,3.22055E+11,4.692350,8.513030
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.85,1.968530e-03,17.087934,3.26277E+11,5.571890,8.194990
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.87,2.429260e-03,21.087326,3.21735E+11,6.279530,7.952750
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.89,2.930180e-03,25.435590,3.0835E+11,6.854730,7.766030
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.91,3.466880e-03,30.094444,2.88264E+11,7.316870,7.624120
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.93,4.033180e-03,35.010243,2.56067E+11,7.600910,7.533660
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.95,4.608180e-03,40.001562,1.8401E+11,7.232520,7.574220
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.97,5.141160e-03,44.628125,1.02434E+11,5.972840,7.810030
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,0.99,5.621370e-03,48.796615,6.20068E+10,5.008600,8.021270
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,1.01,6.079400e-03,52.772569,4.258E+10,4.556360,8.136930
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,1.03,6.534350e-03,56.721788,3.10883E+10,4.252560,8.244940
nx1_fs_125c_vce0.8v,fs,hbt_typ,125,1,0.8,1.05,6.986560e-03,60.647222,2.24039E+10,3.653690,8.476930
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.55,2.184480e-06,0.018963,2.34716E+09,-43.480600,50.735200
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.57,3.821200e-06,0.033170,4.06558E+09,-39.159500,46.419600
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.59,6.678030e-06,0.057969,7.02224E+09,-34.526100,41.796100
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.61,1.165170e-05,0.101143,1.2029E+10,-29.804900,37.093100
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.63,2.027200e-05,0.175972,2.03802E+10,-25.101000,32.423700
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.65,3.509730e-05,0.304664,3.39419E+10,-20.483000,27.872900
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.67,6.026390e-05,0.523124,5.49774E+10,-16.023800,23.546400
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.69,1.020940e-04,0.886233,8.52894E+10,-11.817400,19.596700
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.71,1.694280e-04,1.470729,1.2523E+11,-7.976690,16.214900
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.73,2.730700e-04,2.370399,1.71294E+11,-4.611280,13.559700
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.75,4.239450e-04,3.680078,2.17975E+11,-1.789340,11.652100
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.77,6.305430e-04,5.473464,2.59159E+11,0.489308,10.360300
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.79,8.971890e-04,7.788099,2.92118E+11,2.286060,9.495990
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.81,1.224050e-03,10.625434,3.16781E+11,3.691410,8.902970
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.83,1.608360e-03,13.961458,3.32279E+11,4.794870,8.479760
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.85,2.045840e-03,17.759028,3.41583E+11,5.670350,8.166810
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.87,2.531720e-03,21.976736,3.43086E+11,6.373770,7.930020
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.89,3.061280e-03,26.573611,3.34094E+11,6.945670,7.749530
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.91,3.630140e-03,31.511632,3.15705E+11,7.415250,7.613340
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.93,4.234260e-03,36.755729,2.89284E+11,7.802610,7.514140
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.95,4.869580e-03,42.270660,2.54404E+11,8.106050,7.449810
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.97,5.527430e-03,47.981163,2.04906E+11,8.169240,7.443110
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,0.99,6.171100e-03,53.568576,1.26824E+11,7.384960,7.593070
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,1.01,6.753440e-03,58.623611,7.2955E+10,6.228970,7.839200
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,1.03,7.291630e-03,63.295399,4.8317E+10,5.526330,8.027250
nx1_fs_125c_vce1.0v,fs,hbt_typ,125,1,1.0,1.05,7.815240e-03,67.840625,3.54414E+10,5.152390,8.173400
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.55,2.187440e-06,0.018988,2.36305E+09,-43.497400,50.752100
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.57,3.826690e-06,0.033218,4.09088E+09,-39.158600,46.418700
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.59,6.688810e-06,0.058063,7.06969E+09,-34.517000,41.787000
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.61,1.167430e-05,0.101339,1.21201E+10,-29.790800,37.079100
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.63,2.032260e-05,0.176411,2.05341E+10,-25.081800,32.404700
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.65,3.521730e-05,0.305706,3.42553E+10,-20.456900,27.847300
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.67,6.055800e-05,0.525677,5.55435E+10,-15.987800,23.511900
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.69,1.028180e-04,0.892517,8.63499E+10,-11.767800,19.551500
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.71,1.711570e-04,1.485738,1.26948E+11,-7.910650,16.160100
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.73,2.769620e-04,2.404184,1.74112E+11,-4.528380,13.500100
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.75,4.320040e-04,3.750035,2.21843E+11,-1.692440,11.594200
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.77,6.457270e-04,5.605269,2.63587E+11,0.595046,10.308200
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.79,9.232530e-04,8.014349,2.97237E+11,2.395340,9.450540
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.81,1.265240e-03,10.982986,3.2272E+11,3.800220,8.863610
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.83,1.669100e-03,14.488715,3.39101E+11,4.900710,8.445920
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.85,2.130530e-03,18.494184,3.48807E+11,5.771870,8.138520
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.87,2.644620e-03,22.956771,3.51010E+11,6.470330,7.907990
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.89,3.206460e-03,27.833854,3.4558E+11,7.037160,7.735100
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.91,3.811450e-03,33.085503,3.31241E+11,7.501740,7.608430
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.93,4.455330e-03,38.674740,3.04279E+11,7.884550,7.521150
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.95,5.134210e-03,44.567795,2.69022E+11,8.200590,7.468970
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.97,5.844280e-03,50.731597,2.30318E+11,8.454300,7.450260
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,0.99,6.579260e-03,57.111632,1.82777E+11,8.568450,7.475670
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,1.01,7.310620e-03,63.460243,1.20335E+11,8.044770,7.617760
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,1.03,7.981600e-03,69.284722,7.13707E+10,6.943240,7.877420
nx1_fs_125c_vce1.2v,fs,hbt_typ,125,1,1.2,1.05,8.596440e-03,74.621875,4.75187E+10,6.147670,8.116070
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.55,2.192330e-06,0.019031,2.37819E+09,-43.503300,50.757900
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.57,3.835260e-06,0.033292,4.11462E+09,-39.150000,46.410100
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.59,6.704470e-06,0.058199,7.11352E+09,-34.501900,41.772000
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.61,1.170470e-05,0.101603,1.22031E+10,-29.771700,37.060000
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.63,2.038570e-05,0.176959,2.06733E+10,-25.058200,32.381300
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.65,3.535750e-05,0.306923,3.45371E+10,-20.426600,27.817500
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.67,6.088640e-05,0.528528,5.6052E+10,-15.947600,23.473400
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.69,1.036030e-04,0.899332,8.73014E+10,-11.714100,19.502500
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.71,1.730080e-04,1.501806,1.28487E+11,-7.840620,16.101700
nx1_fs_125c_vce1.4v,fs,hbt_typ,125,1,1.4,0.73,2.811110e-04,2.440200,1.76611E+11,-4.441800,13.437600
